
37.74574,-122.42685,1211018406000
37.74967,-122.42729,1211018477000
37.75233,-122.43419,1211018593000
37.75696,-122.43463,1211018643000
37.76122,-122.43501,1211018713000
37.76302,-122.43459,1211018768000
37.76559,-122.43123,1211018823000
37.76521,-122.42878,1211018884000
37.76132,-122.42849,1211018949000
37.76107,-122.43259,1211019003000
37.76159,-122.43509,1211019068000
37.76287,-122.43471,1211019123000
37.76569,-122.43107,1211019184000
37.76616,-122.42819,1211019244000
37.76797,-122.42503,1211019318000
37.76812,-122.42282,1211019366000
37.76533,-122.42201,1211019426000
37.76506,-122.42199,1211019443000
37.76472,-122.42618,1211019501000
37.76431,-122.4326,1211019561000
37.76744,-122.43402,1211019633000
37.76765,-122.43825,1211019677000
37.77098,-122.4404,1211019739000
37.77259,-122.44071,1211019793000
37.77361,-122.44112,1211019853000
37.77322,-122.44453,1211019913000
37.77216,-122.45266,1211019973000
37.77468,-122.45551,1211020036000
37.77361,-122.46411,1211020094000
37.77315,-122.4717,1211020154000
37.77273,-122.48091,1211020215000
37.77258,-122.4845,1211020285000
37.77228,-122.49062,1211020335000
37.77405,-122.49308,1211020395000
37.77402,-122.49402,1211020455000
37.7736,-122.49289,1211020521000
37.77364,-122.49289,1211020577000
37.77365,-122.49289,1211020638000
37.77356,-122.49288,1211020658000
37.77346,-122.49287,1211020665000
37.77234,-122.48921,1211020720000
37.7727,-122.48111,1211020780000
37.77307,-122.4725,1211020840000
37.77328,-122.46781,1211020900000
37.77416,-122.45944,1211020960000
37.77466,-122.45522,1211021025000
37.77137,-122.45324,1211021080000
37.77204,-122.44618,1211021140000
37.77298,-122.43889,1211021205000
37.77397,-122.43115,1211021269000
37.77438,-122.42756,1211021321000
37.77456,-122.42585,1211021387000
37.77468,-122.42421,1211021442000
37.77201,-122.42359,1211021503000
37.76941,-122.4127,1211021563000
37.76719,-122.40549,1211021603000
37.75745,-122.40413,1211021664000
37.7489,-122.40368,1211021724000
37.74957,-122.399,1211021802000
37.75106,-122.39342,1211021845000
37.75174,-122.39528,1211021905000
37.75174,-122.39527,1211021965000
37.75165,-122.39532,1211022025000
37.75161,-122.39531,1211022095000
37.75161,-122.3953,1211022132000
37.75146,-122.3956,1211022320000
37.75149,-122.39548,1211022373000
37.75144,-122.39543,1211022444000
37.75138,-122.3954,1211022496000
37.7514,-122.39543,1211022567000
37.75139,-122.39539,1211022616000
37.7514,-122.39534,1211022676000
37.75133,-122.39517,1211022740000
37.75133,-122.39482,1211022801000
37.75129,-122.39489,1211022856000
37.7513,-122.39488,1211022916000
37.7513,-122.39487,1211022976000
37.75133,-122.39484,1211023036000
37.75129,-122.39487,1211023102000
37.75133,-122.39478,1211023158000
37.75134,-122.39464,1211023178000
37.75128,-122.39459,1211029647000
37.75136,-122.39463,1211029708000
37.75131,-122.39463,1211029768000
37.75133,-122.39456,1211029811000
37.75136,-122.39449,1211029875000
